student_id,first_name,middle_name,last_name,gender,date_of_birth,admission_date,class_level,study_group,attendance,disciplinary_count,suspension_count,family_income_level,daily_study_hours,daily_gaming_hours,computers_at_home,smartphone,has_job,mother_occupation,father_occupation,Agriculture,Geography,French,Economics,Biology,Igbo,History,Physics,Chemistry,Further Mathematics,Civic Education,Computer Science,Hausa,English Language,Government,Mathematics,Yoruba,Literature in English
ALA-202407221775,Abiodun,,Abubakar,M,2005-12-15,2024-07-22,12,Science,82.1,0,0,Upper Middle,More than 3 hours,0-1 Hour,4,Yes,No,Mechanic,Engineer,100,100,,,100,,,63,3,0,,100,,24,,84,,
ALA-202309301776,Rasheedat,Segun,Okoye,F,2004-12-28,2023-09-30,12,Science,87.5,0,0,Lower Middle,1-2 Hours,More than 3 hours,0,Yes,No,At home,Business Owner,79,100,,,39,,,72,0,100,,100,,69,,96,,
ALA-202308141777,Hadiza,Adewale,Afolabi,F,2003-09-27,2023-08-14,12,Science,88.7,0,0,Low,2-3 Hours,0-1 Hour,0,Yes,No,Shopkeeper,Driver,24,100,,,7,,,100,32,47,,11,,67,,100,,
ALA-202209211778,Blessing,,Nduka,F,2003-03-07,2022-09-21,12,Science,85.8,0,0,High,2-3 Hours,0-1 Hour,0,Yes,No,At home,Sales Representative,100,89,,,44,,,79,17,45,,100,,100,,100,,
ALA-202308241779,Adewale,Chidi,Oludipe,M,2005-05-31,2023-08-24,12,Arts,93.6,0,0,Upper Middle,2-3 Hours,2-3 Hours,0,Yes,No,At home,Professor,100,,,65,,48,54,,,,36,,,62,100,100,100,58
ALA-202209071780,Damilola,Chima,Ahmed,M,2003-06-24,2022-09-07,12,Science,87.1,0,0,Low,2-3 Hours,0-1 Hour,1,Yes,No,Doctor,Professor,27,100,,,19,,,94,96,79,,76,,49,,80,,
ALA-202308211781,Nneka,Chinwe,Usman,F,2005-02-20,2023-08-21,12,Arts,85.0,0,0,Upper Middle,1-2 Hours,2-3 Hours,2,Yes,No,Construction Worker,Farmer,61,,57,69,,,68,,,,83,,,100,63,100,92,100
ALA-202408041782,Oluwaseyi,Oluseyi,Olanrewaju,F,2005-04-26,2024-08-04,12,Arts,93.3,0,0,Low,More than 3 hours,0-1 Hour,0,Yes,No,At home,Business Owner,70,,,81,,46,97,,,,73,,,100,26,73,81,77
ALA-202206211783,Gbenga,Chima,Ogunleye,M,2004-08-20,2022-06-21,12,Science,91.9,0,0,Lower Middle,2-3 Hours,2-3 Hours,0,Yes,No,Teacher,Carpenter,45,100,,,0,,,100,100,100,,86,,81,,44,,
ALA-202308151784,David,Chioma,Adegoke,M,2005-01-11,2023-08-15,12,Arts,81.3,3,0,Low,2-3 Hours,0-1 Hour,2,Yes,No,At home,Artist,26,,,100,,74,3,,,,62,,,100,54,49,,100
ALA-202407261785,Amina,,Onwuka,F,2006-12-01,2024-07-26,12,Science,88.1,0,0,Lower Middle,More than 3 hours,More than 3 hours,1,Yes,No,Store Manager,IT Specialist,96,100,,,94,,,100,36,75,,44,,61,,75,,
ALA-202209201786,Chinyere,Onyeka,Aliyu,F,2002-01-18,2022-09-20,12,Arts,85.4,1,0,Lower Middle,1-2 Hours,More than 3 hours,3,Yes,No,Carpenter,IT Specialist,100,,,100,,,100,,,,81,,,100,63,100,,20
ALA-202307271787,Yetunde,Chima,Obasanjo,F,2004-04-02,2023-07-27,12,Science,85.2,0,0,Lower Middle,0-1 Hour,1-2 Hours,2,Yes,No,Tailor,At home,100,49,,,92,,,100,100,14,,63,,94,,100,,
ALA-202309121788,Adaeze,Emeka,Njoku,F,2004-09-21,2023-09-12,12,Arts,89.0,1,0,Low,2-3 Hours,1-2 Hours,1,Yes,No,At home,Business Owner,40,,,100,,,82,,,,23,,,73,100,100,,49
ALA-202307301789,Olufemi,,Hassan,M,2004-03-22,2023-07-30,12,Science,86.2,0,0,Low,More than 3 hours,0-1 Hour,2,Yes,No,Farmer,Civil Servant,16,45,,,100,,,21,100,77,,25,,26,,72,,
ALA-202308161790,Bunmi,Bello,Adeyemi,F,2002-06-21,2023-08-16,12,Science,88.9,1,0,Upper Middle,0-1 Hour,1-2 Hours,0,Yes,No,Engineer,Tailor,66,13,,,100,,,49,100,19,,86,,42,,83,,
ALA-202309071791,Zainab,Onyeka,Ahmed,F,2005-12-14,2023-09-07,12,Science,81.5,1,0,Upper Middle,2-3 Hours,0-1 Hour,2,Yes,No,Farmer,At home,100,100,,,83,,,100,67,34,,41,,86,,100,,
ALA-202408161792,Adewale,Emeka,Ibrahim,M,2006-12-17,2024-08-16,12,Science,100.0,0,0,High,2-3 Hours,1-2 Hours,1,Yes,No,At home,Real Estate Agent,95,0,,,24,,,54,30,80,,89,,100,,79,,
ALA-202308051793,Grace,Oluwafemi,Nwankwo,F,2005-03-02,2023-08-05,12,Science,88.2,0,0,Lower Middle,1-2 Hours,0-1 Hour,2,Yes,No,Doctor,At home,100,94,,,35,,,56,96,28,,100,,89,,71,,
ALA-202408081794,Chibuike,Bello,Ogunleye,M,2006-11-19,2024-08-08,12,Arts,90.9,1,0,Low,2-3 Hours,0-1 Hour,2,Yes,No,At home,Pastor/Imam,57,,,62,,100,21,,,,100,,,82,100,100,100,27
ALA-202207011795,Temitope,,Abdullahi,M,2003-09-29,2022-07-01,12,Arts,98.0,0,0,Upper Middle,1-2 Hours,0-1 Hour,4,Yes,No,Cleaner,Pharmacist,100,,,73,,,87,,,,100,,,62,100,68,,52
ALA-202407051796,Abiodun,Abdul,Okoro,M,2006-09-30,2024-07-05,12,Science,96.2,0,0,Low,0-1 Hour,2-3 Hours,1,Yes,No,Accountant,IT Specialist,57,100,,,79,,,100,100,41,,92,,100,,74,,
ALA-202207271797,Abdul,,Abdullahi,M,2002-08-30,2022-07-27,12,Science,88.3,1,0,Lower Middle,More than 3 hours,More than 3 hours,1,Yes,No,Nurse,Electrician,33,100,,,98,,,60,83,62,,100,,78,,67,,
ALA-202308181798,Mohammed,,Bello,M,2003-04-11,2023-08-18,12,Science,76.5,0,0,Lower Middle,1-2 Hours,0-1 Hour,3,Yes,No,Accountant,Police Officer,79,94,,,14,,,55,27,86,,100,,48,,52,,
ALA-202309191799,Titilayo,Chima,Adegoke,F,2005-01-25,2023-09-19,12,Science,99.0,1,1,Lower Middle,More than 3 hours,0-1 Hour,1,Yes,No,Pharmacist,Lawyer,100,100,,,57,,,69,67,56,,88,,100,,15,,
ALA-202308261800,Sarah,,Njoku,F,2004-08-06,2023-08-26,12,Science,82.1,1,0,Upper Middle,1-2 Hours,2-3 Hours,2,Yes,No,Painter,Architect,55,100,,,61,,,25,100,46,,0,,0,,99,,
ALA-202208261801,Olusegun,Ola,Abdullahi,M,2002-02-24,2022-08-26,12,Arts,83.5,0,0,Lower Middle,1-2 Hours,2-3 Hours,1,Yes,No,Pastor/Imam,Farmer,97,,,100,,,78,,,,100,,,100,45,93,,100
ALA-202207241802,Adaeze,Oluseyi,Obasanjo,F,2004-04-07,2022-07-24,12,Arts,86.5,1,0,High,1-2 Hours,0-1 Hour,1,No,No,Fisherman,IT Specialist,100,,100,69,,,94,,,,84,,,100,79,60,47,13
ALA-202207251803,Olufemi,,Adesina,M,2003-06-04,2022-07-25,12,Science,85.4,0,0,Low,2-3 Hours,1-2 Hours,4,Yes,No,Real Estate Agent,Musician,43,80,,,82,,,100,100,100,,100,,51,,32,,
ALA-202308281804,Fatima,Adewale,Musa,F,2004-07-05,2023-08-28,12,Science,93.6,1,0,High,1-2 Hours,0-1 Hour,0,Yes,No,Driver,Chef,76,81,,,11,,,83,41,94,,75,,63,,86,,
ALA-202407131805,Temitayo,,Nduka,F,2004-04-19,2024-07-13,12,Science,86.6,1,1,High,More than 3 hours,1-2 Hours,3,Yes,No,Security Guard,Engineer,100,66,,,100,,,100,34,39,,100,,19,,99,,
ALA-202209021806,Chiamaka,,Hassan,F,2003-11-17,2022-09-02,12,Arts,89.8,0,0,Lower Middle,0-1 Hour,More than 3 hours,0,Yes,No,At home,Shopkeeper,100,,74,65,,,73,,,,39,,94,100,96,92,,50
ALA-202209061807,Ibrahim,Ngozi,Ibrahim,M,2001-04-14,2022-09-06,12,Science,82.8,0,0,Low,1-2 Hours,0-1 Hour,0,No,No,At home,Barber/Hairdresser,47,100,,,97,,,100,66,100,,93,,54,,70,,
ALA-202409231808,Oluwaseyi,,Oluwaseun,F,2004-06-10,2024-09-23,12,Arts,92.6,0,0,Low,0-1 Hour,0-1 Hour,1,Yes,No,Journalist,Cleaner,74,,,79,,,100,,,,70,,,83,100,46,,100
ALA-202309171809,Habiba,Abiodun,Chukwuma,F,2002-11-11,2023-09-17,12,Science,80.6,1,0,Lower Middle,1-2 Hours,0-1 Hour,0,Yes,No,At home,Pharmacist,31,100,,,41,,,13,62,92,,51,,63,,75,,
ALA-202407071810,Ibrahim,Adewale,Adeyemi,M,2004-11-29,2024-07-07,12,Science,89.1,0,0,Lower Middle,0-1 Hour,More than 3 hours,2,Yes,No,Lawyer,Teacher,46,100,,,100,,,41,84,100,,63,,18,,82,,
ALA-202208071811,Chidi,,Adebayo,M,2002-10-29,2022-08-07,12,Science,90.1,2,0,Upper Middle,0-1 Hour,2-3 Hours,1,Yes,No,At home,Secretary,0,75,,,9,,,81,56,100,,100,,79,,73,,
ALA-202207141812,Adebayo,Oluwafemi,Afolabi,M,2002-08-24,2022-07-14,12,Arts,78.2,0,0,Lower Middle,0-1 Hour,1-2 Hours,0,Yes,No,Barber/Hairdresser,IT Specialist,100,,,92,,,36,,,,72,,74,100,61,0,,39
ALA-202307241813,David,Oluwafemi,Nduka,M,2003-09-21,2023-07-24,12,Arts,91.4,0,0,Lower Middle,0-1 Hour,1-2 Hours,0,Yes,No,At home,Contractor,100,,,98,,,100,,,,94,,70,100,61,32,,68
ALA-202408291814,Chiamaka,Chidi,Aliyu,F,2006-01-31,2024-08-29,12,Science,88.4,1,1,Low,0-1 Hour,0-1 Hour,2,Yes,No,Contractor,Architect,100,82,,,97,,,100,100,37,,42,,0,,92,,
ALA-202307181815,Blessing,Chinwe,Onwuka,F,2005-01-24,2023-07-18,12,Science,92.4,1,0,High,0-1 Hour,More than 3 hours,0,No,No,At home,Mechanic,68,96,,,86,,,70,57,100,,75,,76,,100,,
ALA-202207071816,Temitayo,,Afolabi,F,2002-12-23,2022-07-07,12,Arts,89.8,1,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,Fisherman,Store Manager,92,,100,89,,100,16,,,,45,,,67,14,5,,34
ALA-202307221817,Victor,Tunde,Abdullahi,M,2004-10-15,2023-07-22,12,Arts,78.2,2,1,High,More than 3 hours,1-2 Hours,0,Yes,No,Artist,At home,79,,91,100,,81,83,,,,27,,52,100,23,100,,100
ALA-202407051818,Adebayo,Chinwe,Nwankwo,M,2006-05-20,2024-07-05,12,Science,84.4,0,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,Sales Representative,Market Trader,45,6,,,100,,,100,100,70,,3,,100,,62,,
ALA-202208141819,Olufemi,,Adewale,M,2002-04-08,2022-08-14,12,Arts,87.3,1,0,Lower Middle,2-3 Hours,1-2 Hours,3,Yes,No,Professor,Store Manager,56,,100,100,,,5,,,,33,,100,14,45,100,,76
ALA-202308281820,Omolara,Chibuike,Amadi,F,2004-10-31,2023-08-28,12,Arts,99.2,1,1,Low,1-2 Hours,1-2 Hours,1,Yes,No,At home,Driver,89,,,100,,,70,,,,63,,,100,47,91,,75
ALA-202308161821,Victoria,Bello,Oluwaseun,F,2005-08-18,2023-08-16,12,Arts,95.5,0,0,Lower Middle,0-1 Hour,0-1 Hour,2,Yes,No,Pastor/Imam,Painter,64,,100,80,,,100,,,,100,,60,100,32,57,,96
ALA-202307181822,Habiba,,Mohammed,F,2005-10-11,2023-07-18,12,Science,83.5,0,0,Lower Middle,2-3 Hours,1-2 Hours,0,Yes,No,Journalist,Plumber,80,42,,,100,,,68,44,66,,76,,53,,100,,
ALA-202307201823,Adaeze,Folake,Olanrewaju,F,2004-11-21,2023-07-20,12,Arts,93.5,0,0,Lower Middle,1-2 Hours,0-1 Hour,3,Yes,No,At home,Engineer,62,,,71,,100,100,,,,100,,,100,100,76,,70
ALA-202306281824,Chiamaka,,Eze,F,2004-12-28,2023-06-28,12,Arts,95.6,3,0,High,0-1 Hour,1-2 Hours,1,Yes,No,At home,Carpenter,99,,,100,,73,0,,,,51,,,18,88,54,,92
ALA-202208091825,Habiba,Folake,Yusuf,F,2004-08-11,2022-08-09,12,Science,97.0,0,0,Lower Middle,2-3 Hours,1-2 Hours,1,Yes,No,Farmer,Accountant,63,100,,,61,,,47,100,61,,57,,100,,100,,
ALA-202307301826,Precious,Adewale,Bello,F,2003-03-27,2023-07-30,12,Arts,94.1,0,0,Upper Middle,0-1 Hour,0-1 Hour,1,Yes,No,Tailor,Pharmacist,100,,,100,,,100,,,,98,,100,70,97,100,16,100
ALA-202208071827,Olabisi,Abiodun,Okafor,F,2002-04-03,2022-08-07,12,Arts,93.8,0,0,Lower Middle,0-1 Hour,0-1 Hour,2,Yes,No,Engineer,IT Specialist,100,,,100,,,4,,,,100,,,89,100,100,,100
ALA-202307191828,Amina,Adewale,Ahmed,F,2002-02-05,2023-07-19,12,Arts,95.5,1,0,Low,1-2 Hours,0-1 Hour,1,Yes,No,Barber/Hairdresser,Farmer,0,,,100,,,100,,,,100,,,100,17,81,,0
ALA-202307161829,Bukola,Oluseyi,Obasanjo,F,2004-05-25,2023-07-16,12,Science,85.0,2,0,Upper Middle,More than 3 hours,0-1 Hour,4,No,No,Store Manager,At home,61,39,,,100,,,69,100,44,,49,,100,,73,,
ALA-202409261830,Precious,,Usman,F,2004-07-15,2024-09-26,12,Arts,88.3,0,0,Upper Middle,1-2 Hours,More than 3 hours,1,Yes,No,At home,Carpenter,100,,100,78,,,64,,,,72,,,100,96,51,,100
ALA-202209021831,Idris,Chioma,Bello,M,2001-04-30,2022-09-02,12,Science,92.0,0,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,Driver,Tailor,100,100,,,20,,,100,92,29,,100,,33,,76,,
ALA-202208051832,Fatima,Abiodun,Adebayo,F,2002-08-30,2022-08-05,12,Science,81.7,1,0,Low,2-3 Hours,0-1 Hour,2,Yes,No,Teacher,Tailor,100,100,,,38,,,81,64,85,,100,,0,,100,,
ALA-202207031833,Precious,Ade,Chukwuma,F,2002-02-11,2022-07-03,12,Arts,80.9,0,0,Lower Middle,1-2 Hours,2-3 Hours,2,Yes,No,Engineer,Construction Worker,100,,,100,,,24,,,,64,,,100,0,73,,84
ALA-202309151834,Uche,,Oludipe,M,2002-10-22,2023-09-15,12,Science,84.6,1,1,Lower Middle,1-2 Hours,1-2 Hours,4,No,No,Construction Worker,Market Trader,75,100,,,60,,,64,84,11,,33,,100,,90,,
ALA-202409291835,Funmilayo,Folake,Adebayo,F,2006-12-11,2024-09-29,12,Science,87.4,0,0,Lower Middle,0-1 Hour,2-3 Hours,1,Yes,No,Contractor,Lawyer,100,29,,,62,,,87,82,75,,74,,55,,49,,
ALA-202408161836,Mohammed,Folake,Olanrewaju,M,2005-01-16,2024-08-16,12,Science,94.5,2,0,Upper Middle,1-2 Hours,0-1 Hour,1,Yes,No,Contractor,Contractor,44,71,,,100,,,100,35,100,,86,,100,,100,,
ALA-202308181837,Olamide,Oluwafemi,Oluwaseun,M,2003-09-10,2023-08-18,12,Science,88.0,0,0,Low,1-2 Hours,2-3 Hours,4,No,No,Carpenter,IT Specialist,79,71,,,100,,,100,84,87,,53,,100,,84,,
ALA-202309191838,Chioma,Ade,Usman,F,2004-12-08,2023-09-19,12,Arts,81.9,0,0,Lower Middle,2-3 Hours,2-3 Hours,0,No,No,Fisherman,Police Officer,40,,,52,,100,81,,,,100,,,48,100,100,100,96
ALA-202307181839,Onyeka,Chioma,Adesina,M,2005-03-12,2023-07-18,12,Arts,88.0,0,0,Lower Middle,2-3 Hours,0-1 Hour,2,Yes,No,At home,Tailor,100,,,52,,,100,,,,7,,,14,100,49,62,71
ALA-202208111840,Adebisi,Folake,Nwankwo,M,2004-10-02,2022-08-11,12,Science,89.7,0,0,High,2-3 Hours,0-1 Hour,2,Yes,No,Farmer,Security Guard,53,69,,,100,,,100,100,72,,100,,100,,100,,
ALA-202308151841,Ayodele,Segun,Abdullahi,M,2005-06-19,2023-08-15,12,Arts,85.2,4,0,Low,More than 3 hours,0-1 Hour,4,Yes,No,Accountant,Cleaner,14,,,100,,,88,,,,52,,,100,15,37,100,72
ALA-202207261842,Chibuike,Bello,Oluwaseun,M,2004-06-01,2022-07-26,12,Science,94.7,0,0,Lower Middle,0-1 Hour,0-1 Hour,1,Yes,No,Artist,Barber/Hairdresser,100,55,,,48,,,100,39,100,,100,,64,,100,,
ALA-202408191843,Nneka,,Ahmed,F,2004-11-03,2024-08-19,12,Arts,82.4,0,0,Lower Middle,1-2 Hours,0-1 Hour,0,Yes,No,Carpenter,Civil Servant,25,,,95,,,37,,,,100,,71,100,39,100,,100
ALA-202208021844,Chinedu,Onyeka,Olanrewaju,M,2004-06-11,2022-08-02,12,Science,86.8,2,0,Upper Middle,0-1 Hour,1-2 Hours,1,Yes,No,At home,Farmer,100,100,,,80,,,31,98,35,,100,,86,,87,,
ALA-202409221845,Adebisi,Chima,Okoro,M,2003-08-03,2024-09-22,12,Arts,97.8,1,0,Low,2-3 Hours,1-2 Hours,4,No,No,Real Estate Agent,Painter,59,,80,65,,,100,,,,18,,,13,100,42,,100
ALA-202409171846,Amina,Ade,Nwankwo,F,2006-03-10,2024-09-17,12,Science,85.5,0,0,Lower Middle,More than 3 hours,0-1 Hour,1,Yes,No,Accountant,Nurse,37,56,,,52,,,100,68,40,,90,,12,,100,,
ALA-202409291847,Segun,,Nwosu,M,2006-03-29,2024-09-29,12,Science,85.8,0,0,Lower Middle,0-1 Hour,0-1 Hour,2,Yes,No,At home,Business Owner,100,87,,,76,,,95,100,71,,52,,100,,76,,
ALA-202208211848,Grace,Ngozi,Adewale,F,2001-03-06,2022-08-21,12,Arts,100.0,0,0,Low,2-3 Hours,2-3 Hours,2,Yes,No,Electrician,Market Trader,100,,,69,,,100,,,,94,,,61,74,94,,90
ALA-202308071849,Chinua,Chidi,Njoku,M,2003-04-30,2023-08-07,12,Science,85.3,0,0,Low,2-3 Hours,1-2 Hours,2,Yes,No,IT Specialist,Chef,100,100,,,78,,,97,84,100,,51,,30,,45,,
ALA-202208081850,Temitope,,Bello,M,2002-12-10,2022-08-08,12,Science,87.5,0,0,High,2-3 Hours,More than 3 hours,1,Yes,No,Engineer,Civil Servant,42,50,,,39,,,73,26,100,,100,,100,,91,,
ALA-202208281851,Bukola,Ade,Obasanjo,F,2004-05-21,2022-08-28,12,Arts,89.5,2,0,Upper Middle,0-1 Hour,0-1 Hour,2,Yes,No,Business Owner,Tailor,100,,100,72,,100,100,,,,100,,,77,78,82,,93
ALA-202409161852,Onyeka,Onyeka,Oluwaseun,M,2005-08-10,2024-09-16,12,Science,84.2,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,At home,Market Trader,95,37,,,88,,,52,100,98,,86,,74,,80,,
ALA-202407201853,Adebisi,Onyeka,Adekunle,M,2006-11-03,2024-07-20,12,Arts,93.1,2,0,Lower Middle,1-2 Hours,More than 3 hours,3,Yes,No,Mechanic,Lawyer,33,,,100,,,81,,,,81,,,54,93,97,90,81
ALA-202408011854,Adekunle,,Chukwu,M,2005-07-12,2024-08-01,12,Arts,92.7,1,0,Lower Middle,1-2 Hours,0-1 Hour,0,No,No,At home,Nurse,60,,,93,,82,87,,,,96,,,72,100,74,,81
ALA-202307211855,Segun,Abdul,Obasanjo,M,2005-05-25,2023-07-21,12,Science,79.9,0,0,Lower Middle,0-1 Hour,2-3 Hours,3,Yes,No,At home,Lawyer,7,85,,,55,,,10,61,84,,100,,100,,73,,
ALA-202307141856,Onyeka,Oluwafemi,Adegoke,M,2003-11-20,2023-07-14,12,Science,88.5,2,1,Low,1-2 Hours,2-3 Hours,1,Yes,No,Real Estate Agent,Restaurant Owner,100,74,,,77,,,34,100,75,,98,,74,,20,,
ALA-202309011857,Rasheedat,,Mohammed,F,2003-05-01,2023-09-01,12,Science,80.2,0,0,Low,0-1 Hour,0-1 Hour,1,Yes,No,Business Owner,Police Officer,65,66,,,84,,,100,100,100,,98,,13,,88,,
ALA-202206281858,Chinyere,Ngozi,Afolabi,F,2002-06-30,2022-06-28,12,Science,78.7,2,0,High,More than 3 hours,0-1 Hour,1,Yes,No,Real Estate Agent,Doctor,78,90,,,100,,,100,89,35,,92,,100,,63,,
ALA-202206211859,Chioma,Chima,Yusuf,F,2001-02-18,2022-06-21,12,Arts,85.9,0,0,Lower Middle,1-2 Hours,1-2 Hours,0,Yes,No,At home,Driver,100,,78,100,,,86,,,,57,,,100,87,12,100,89
ALA-202208101860,Ebele,Emeka,Nwosu,F,2004-10-21,2022-08-10,12,Science,81.3,0,0,Lower Middle,1-2 Hours,2-3 Hours,1,Yes,No,Driver,Architect,85,0,,,97,,,100,100,59,,51,,72,,45,,
ALA-202308271861,Oluwaseyi,Chinwe,Amadi,F,2003-01-28,2023-08-27,12,Science,91.9,0,0,Upper Middle,1-2 Hours,0-1 Hour,2,Yes,No,Real Estate Agent,Pastor/Imam,100,95,,,28,,,74,100,100,,81,,33,,100,,
ALA-202207021862,Omolara,Folake,Abdullahi,F,2002-01-24,2022-07-02,12,Science,91.2,0,0,Low,0-1 Hour,More than 3 hours,1,Yes,No,At home,Cleaner,100,86,,,100,,,10,66,96,,38,,11,,100,,
ALA-202409171863,Zainab,,Bello,F,2006-10-30,2024-09-17,12,Arts,89.0,0,0,Low,More than 3 hours,0-1 Hour,0,Yes,No,At home,Chef,79,,,75,,,100,,,,97,,,81,72,100,,43
ALA-202407031864,Chukwudi,Onyeka,Bello,M,2004-11-27,2024-07-03,12,Science,92.1,4,1,Low,2-3 Hours,More than 3 hours,1,Yes,No,Barber/Hairdresser,Plumber,100,100,,,70,,,100,100,100,,30,,100,,100,,
ALA-202208141865,Tunde,Segun,Bello,M,2004-06-30,2022-08-14,12,Arts,100.0,0,0,Low,0-1 Hour,1-2 Hours,1,Yes,No,Construction Worker,Secretary,47,,,100,,,0,,,,100,,,100,72,100,,100
ALA-202309041866,Babatunde,,Bello,M,2004-10-23,2023-09-04,12,Arts,87.3,1,0,Low,1-2 Hours,1-2 Hours,0,No,No,Barber/Hairdresser,At home,66,,,64,,,10,,,,0,,,58,63,95,54,58
ALA-202407221867,Adewale,Abiodun,Oludipe,M,2006-08-29,2024-07-22,12,Science,85.8,0,0,Low,2-3 Hours,More than 3 hours,1,Yes,No,Contractor,Security Guard,86,53,,,100,,,0,100,100,,100,,45,,69,,
ALA-202307251868,Ebele,Chima,Obasanjo,F,2003-04-28,2023-07-25,12,Arts,94.2,0,0,Lower Middle,1-2 Hours,0-1 Hour,1,Yes,No,Fisherman,Pharmacist,68,,,3,,100,27,,,,78,,28,52,48,100,89,72
ALA-202309281869,Oluwakemi,,Oludipe,F,2003-10-03,2023-09-28,12,Science,99.0,0,0,Upper Middle,1-2 Hours,1-2 Hours,3,No,No,Teacher,Artist,87,100,,,74,,,100,36,73,,94,,100,,72,,
ALA-202207191870,Ikenna,Ola,Chukwuma,M,2002-11-16,2022-07-19,12,Arts,85.0,2,1,Low,1-2 Hours,1-2 Hours,0,Yes,No,Civil Servant,Security Guard,100,,,100,,69,100,,,,91,,,87,100,100,,88
ALA-202308291871,Abdul,Chinwe,Hassan,M,2004-09-14,2023-08-29,12,Science,84.9,2,0,Low,2-3 Hours,1-2 Hours,1,Yes,No,Tailor,Driver,68,100,,,0,,,65,100,76,,39,,100,,100,,
ALA-202208311872,Yetunde,Abdul,Ibrahim,F,2003-07-30,2022-08-31,12,Arts,100.0,0,0,High,0-1 Hour,1-2 Hours,0,Yes,No,Architect,Driver,100,,62,26,,43,24,,,,89,,74,69,62,100,,61
ALA-202407151873,Sarah,Ola,Hassan,F,2006-08-28,2024-07-15,12,Science,88.9,1,1,Low,1-2 Hours,0-1 Hour,2,Yes,No,At home,Business Owner,100,100,,,100,,,41,89,47,,33,,100,,100,,
ALA-202408141874,Aisha,,Nwachukwu,F,2005-03-31,2024-08-14,12,Science,84.7,1,0,Low,0-1 Hour,0-1 Hour,0,Yes,No,Doctor,Real Estate Agent,60,100,,,100,,,33,100,57,,49,,100,,73,,
ALA-202207091875,Blessing,Ola,Nwachukwu,F,2002-01-22,2022-07-09,12,Science,93.5,0,0,Lower Middle,2-3 Hours,1-2 Hours,3,Yes,No,IT Specialist,Electrician,100,50,,,74,,,0,0,61,,26,,100,,100,,
ALA-202409291876,Adewale,Tunde,Ismail,M,2004-03-26,2024-09-29,12,Science,81.5,4,0,High,1-2 Hours,1-2 Hours,1,Yes,No,Fisherman,At home,100,100,,,68,,,100,25,100,,69,,75,,95,,
ALA-202408051877,Tunde,Chima,Okafor,M,2004-04-08,2024-08-05,12,Arts,91.0,2,0,Low,0-1 Hour,0-1 Hour,1,Yes,No,Driver,Artist,87,,,98,,93,100,,,,59,,,91,100,0,,100
ALA-202408141878,Temitope,Tunde,Aliyu,M,2006-05-15,2024-08-14,12,Arts,97.2,1,0,Lower Middle,1-2 Hours,2-3 Hours,4,Yes,No,Electrician,Pastor/Imam,100,,,100,,,68,,,,68,,,43,89,100,100,58
ALA-202309091879,Victoria,Chinwe,Musa,F,2005-04-07,2023-09-09,12,Science,92.2,0,0,Lower Middle,1-2 Hours,2-3 Hours,0,Yes,No,IT Specialist,Teacher,29,79,,,52,,,55,78,21,,100,,100,,100,,
ALA-202307031880,Chinedu,,Eze,M,2003-12-17,2023-07-03,12,Science,91.3,1,0,Lower Middle,More than 3 hours,More than 3 hours,1,Yes,No,Painter,Real Estate Agent,100,55,,,87,,,47,100,52,,43,,59,,100,,
ALA-202309211881,Titilayo,Chima,Oluwaseun,F,2004-12-18,2023-09-21,12,Science,90.8,0,0,Low,2-3 Hours,2-3 Hours,1,Yes,No,Tailor,Musician,31,32,,,75,,,93,45,60,,100,,100,,100,,
ALA-202208161882,Abdul,Chinwe,Amadi,M,2002-05-04,2022-08-16,12,Science,88.3,0,0,Lower Middle,0-1 Hour,1-2 Hours,2,Yes,No,Barber/Hairdresser,Market Trader,10,56,,,100,,,100,13,62,,92,,100,,11,,
ALA-202309061883,Olabisi,,Lawal,F,2003-07-26,2023-09-06,12,Science,95.1,1,1,Low,More than 3 hours,1-2 Hours,2,Yes,No,At home,At home,69,87,,,73,,,100,5,32,,100,,57,,96,,
ALA-202307061884,Ngozi,Tunde,Chukwu,F,2003-07-12,2023-07-06,12,Arts,98.4,0,0,Lower Middle,1-2 Hours,1-2 Hours,0,Yes,No,Lawyer,Painter,100,,,100,,,53,,,,87,,,100,100,83,,100
ALA-202207121885,Ngozi,,Obasanjo,F,2002-04-09,2022-07-12,12,Arts,86.5,0,0,Upper Middle,2-3 Hours,1-2 Hours,1,Yes,No,At home,Fisherman,100,,,100,,,100,,,,64,,,0,54,100,,85
ALA-202206221886,Segun,,Okonkwo,M,2003-01-04,2022-06-22,12,Science,83.6,1,0,Lower Middle,0-1 Hour,0-1 Hour,2,Yes,No,Store Manager,Artist,45,80,,,16,,,100,100,63,,100,,100,,68,,
ALA-202206161887,Adebisi,,Mohammed,M,2002-02-07,2022-06-16,12,Arts,88.8,0,0,Lower Middle,More than 3 hours,1-2 Hours,1,No,No,IT Specialist,Painter,44,,,100,,,33,,,,100,,,26,70,72,100,77
ALA-202309051888,Ngozi,Chinwe,Okoro,F,2003-12-09,2023-09-05,12,Arts,93.8,1,0,High,2-3 Hours,0-1 Hour,2,Yes,No,Electrician,Restaurant Owner,63,,,52,,,61,,,,81,,,100,100,100,,100
